出現形	正解	予測
左大腿部痛	大腿痛	ストレートバック症候群
隆起性病変	胃ポリープ症	心臓腫瘍
腫瘤状構造	腫瘤	胃結核
細菌性赤痢感染症	赤痢	ツェルベーガー症候群
多数骨折	骨折	ナフサ中毒
門脈右枝血栓	門脈血栓症	パラチフス
３型進行癌	癌	足関節脱臼粉砕骨折
倦怠感等	倦怠感	全部性歯髄炎
全頭脱毛症	脱毛症	陰のう痛
筋攣縮	筋痙縮	心因性頻尿
元々徐脈	徐脈	上腕骨病的骨折
特発性側彎症	特発性側弯症	外尿道口腫瘍
回盲部放線菌症	放線菌症	ビリルビン尿
ｆａｎ症候群	マルファン症候群	腋窩急性リンパ節炎
脊椎椎間板炎	椎間板炎	上腸間膜動脈解離
起始異常	冠動脈起始異常	下肢筋廃用萎縮
右眼球破裂	眼球破裂	両側性外傷後膝関節症
介助　疼痛	疼痛	胆管細胞癌
前失神	失神	プラスティックブラケット破損
ふらつき感自覚	よろめき歩行	脂腺腫
低分化型肝細胞癌	肝細胞癌	仮性球麻痺
右葉間胸水	葉間胸水	プランマー病
子宮内膜症性卵巣嚢胞	卵巣子宮内膜症のう胞	未破裂椎骨動脈解離
腎嚢胞出血	傍腎盂のう胞	腹腔神経叢損傷
無症候性キャリア	ＨＴＬＶ−１キャリア	歯の埋伏症
中等度腹水	腹水症	環指基節骨骨折
受容体脳炎	抗ＮＭＤＡ受容体脳炎	ウイルス性糖尿病・糖尿病性合併症あり
肛門部軽度発赤	肛門部周囲炎	後縦隔脂肪肉腫
側方リンパ節転移	リンパ節転移	眼窩内髄膜腫
左硝子体混濁	硝子体混濁	臍部皮膚癌
統合失調症既往	統合失調症	先天性腎動脈狭窄症
平衡機能障害	平衡障害	バーネット症候群
肺腫瘤影	胸部異常陰影	褥瘡・ＤＴＩ
複雑型異型子宮内膜増殖症	腺腫性子宮内膜増殖症	インフルエンザ性副鼻腔炎
皮膚潰瘍形成	皮膚潰瘍	先天性乳房異常
肝肥大	肝型糖原病	小腸癌
紅斑腫脹	紅斑症	肺換気不全
腰部圧痛	腰痛症	手指多発骨折
元々不眠症	不眠症	遊走性紅斑
左肩甲骨軟骨肉腫	肩甲骨軟骨肉腫	川崎病性冠動脈瘤
肺血症性ショック	敗血症性ショック	インフルエンザ性胃腸炎
凝固線溶系異常	血液凝固異常	軽症腺ペスト
異所性静脈瘤	静脈瘤	Ｐｈ陽性急性リンパ性白血病
腫瘍崩壊	腫瘍	胆汁性腹膜炎
破壊性甲状腺炎	甲状腺炎	虫垂炎性腹膜炎
右腸骨ＬＮ転移	腸骨リンパ節転移	間質性視神経炎
右腎被膜下血腫	血腫	萎縮性喉頭気管炎
全身性サルコイドーシス	サルコイドーシス	多発性下腿損傷
脱分化型脂肪肉腫	脂肪肉腫	カンジダ性股関節炎
非機能性下垂体腫瘍	下垂体腫瘍	顔面圧挫傷
ＡＣＴＨ分泌不全	ＡＣＴＨ分泌低下症	外傷性脳室内出血
時々残尿感	残尿感	家族性軟骨石灰化症
小人症	低身長症	音響外傷
右臼蓋転移	骨盤転移	爪刺創
右頭頂葉脳梗塞	脳梗塞	アルコール性妄想
マルファン症候群合併	マルファン症候群	中枢性特発性早熟
右眼網膜症	網膜症	盲腸炎
咽喉頭炎	咽頭喉頭炎	胸部ヘルペス
右下葉肺扁平上皮癌	下葉肺扁平上皮癌	悪性奇形腫
足趾壊疽	趾壊死	切痕性鼻
左肺尖部腺癌	肺腺癌	肝脾住血吸虫症
潰瘍型間質性膀胱炎	間質性膀胱炎	辺縁性化膿性歯根膜炎
紅色皮疹	発疹	幼児性血管腫
遺尿	遺尿症	エンテロウイルス脳脊髄炎
頚管狭窄	子宮頚管狭窄症	尿管腸瘻
右腎門部腹側脂肪肉腫	腎周囲脂肪肉腫	子宮脱１度
左中頭蓋窩髄膜腫	中頭蓋窩髄膜腫	破裂性胸腹部大動脈瘤
脳梗塞後後遺症	脳梗塞	胸髄神経根障害
含歯性嚢胞	含歯性のう胞	角膜熱傷
紅斑熱	日本紅斑熱	細菌性腟症
多発頭蓋骨転移	骨転移癌	進行性前立腺癌
Ｄａｎｌｏｓ症候群	エーラス・ダンロス症候群	中指骨折
運動低下性構音障害	構音障害	特発性胸腰椎側弯症
右重症下肢虚血	重症虚血肢	一側下肢多発開放骨折
両側腸腰筋血腫	血腫	新生児ループス
亀頭部発赤	発赤	手背皮膚癌
肝嚢胞感染	肝のう胞	肺熱傷
重症強迫性障害	強迫性障害	局所性脳損傷
顔面骨圧痛	圧痛	線維芽細胞性髄膜腫
左椎間板ヘルニア	椎間板ヘルニア	先天性脊柱前弯
会陰部疼痛	外陰部痛	頚髄星細胞腫
咀嚼時痛	咀嚼筋痛障害	失語・失行・失認症候群
左膝関節偽痛風	膝関節偽痛風	条虫症
２次性副甲状腺機能亢進症	副甲状腺機能亢進症	先天性頭蓋変形
右上腕蜂窩織炎	上腕蜂巣炎	薬剤性糖尿病・神経学的合併症あり
右前大脳動脈未破裂動脈瘤	前大脳動脈瘤	唾液腺萎縮
リウマチ性胸水	リウマチ性肺疾患	偽緑内障
右眼白内障手術	白内障	動脈瘤
悪性リンハ゜腫	悪性リンパ腫	２型糖尿病・関節合併症あり
胆管腫瘍栓	胆管腫瘍	肩関節離断術後
右基底核梗塞	脳梗塞	気管気管支虚脱
境界型耐糖能障害	耐糖能異常	シュワルツ・ヤンペル症候群
リウマチ疾患	関節リウマチ	前腕部絞扼性神経障害
白内障Ｏ	白内障	肩関節異所性骨化
心房細動停止	心房細動	ビタミンＤ依存症
帯状疱疹既往	帯状疱疹	卵巣損傷
腫瘤所見	腫瘤	胃結核
ＶＨＬ病	フォンヒッペル・リンダウ病	急性腎前性腎不全
時折血痰	血痰	直腸神経内分泌腫瘍
陰嚢部腫脹	陰のう腫大	頬部腫瘤
帰室時疲労感	疲労感	広範囲顎骨支持型補綴物脱離
高分化型腺癌	癌	高機能自閉症
糖尿病等	糖尿病	下腿多発性開放創
Ｍｙｃｏｂａｃｔｅｒｉｕｍ　ｓｈｉｇａｅｎｓｅ感染症	非結核性抗酸菌症	進行性血管性白質脳症
後腹膜腫瘍切除術	後腹膜腫瘍	十二指腸カルチノイド
肺転移発覚	転移性肺腫瘍	デュピュイトラン拘縮
右中咽頭癌	中咽頭癌	筋肉内血腫
両側肺動脈血栓塞栓	動脈血栓症	二次性高血圧症
臀部炎症性粉瘤	粉瘤	喉頭狭窄症
左耳耳鳴	耳鳴症	調節性斜視
鼠経ヘルニア	鼡径ヘルニア	手圧挫傷
鼻閉塞	鼻閉	失名詞症
疲労感等	疲労感	広範囲顎骨支持型補綴物脱離
日中掻痒感	そう痒	股関節後方脱臼
前交通動脈未破裂脳動脈瘤	未破裂脳動脈瘤	唾液腺萎縮
夜間低酸素血症	低酸素血症	無機能腎
薬剤性腎不全	薬剤性腎障害	アルコール性嫉妬
気管支狭窄	気管支狭窄症	視神経膠腫
腫瘍増悪	腫瘍	趾間カンジダ症
急性軸索障害	びまん性軸索損傷	股関節部せつ
完全型ベーチェット病	ベーチェット病	卵巣妊娠
筋肉痙攣	痙攣	破水
癌性髄膜腫症	悪性髄膜腫	アタッチメント脱離
化膿性脊椎椎間板炎	化膿性椎間板炎	術後血腫
呼吸性雑音	胸部音異常	プロラクチン分泌異常症
真菌塊	真菌症	インフルエンザ菌性喉頭気管炎
両肩関節圧痛	圧痛	Ｓ状結腸軸捻転
多発肝細胞癌	肝腫瘍	仮性球麻痺
右腎小嚢胞	傍腎盂のう胞	骨膜のう炎
左横隔膜神経麻痺	横隔神経麻痺	類上皮肉腫
右高度水腎症	水腎症	ＣＯ２ナルコーシス
創傷治癒遅延	創傷	遺伝性感覚性自律神経性ニューロパチー
上腫瘍	腫瘍	上下斜視
進行性食道癌	食道癌	皮膚萎縮症
複雑性熱性痙攣	熱性痙攣	閉鎖性尿管損傷
先天性鼻咽腔閉鎖不全症	先天性鼻咽腔閉鎖不全	中隔部肉芽形成
右眼鼻涙管閉塞症	鼻涙管閉鎖症	妊娠性肝斑
縦隔原発Ｂ細胞大細胞型リンパ腫	縦隔原発大細胞型Ｂ細胞性リンパ腫	乳房痛
左半視野障害	視野障害	静脈瘤性皮膚炎
大腿骨近位部骨折	大腿骨骨折	小腸出血
左踵部痛	踵痛	脳脊髄炎
ポリープ様隆起	ポリープ	副筋
刺激性皮膚炎	皮膚炎	副腎皮質腫瘍
慢性緑膿菌感染	緑膿菌感染症	中大脳動脈狭窄症
回腸閉塞	回腸狭窄	特発性拘束型心筋症
尾部嚢胞	膵のう胞	胆のう管癌
虫刺症	蜂刺症	胆道閉塞
第二趾爪囲炎	爪囲炎	胞状腺腫
膵仮性嚢胞破裂	仮性膵のう胞	術後空気塞栓症
シェーンラインヘノッホ紫斑病	ＩｇＡ血管炎	脆弱性骨折
記銘障害	記銘力低下	上行結腸平滑筋肉腫
上歯肉癌	上顎歯肉癌	自閉症スペクトラム障害
チャーグ－ストラウス症候群	好酸球性多発血管炎性肉芽腫症	外陰部挫創
低ＡＴⅢ血症	アンチトロンビン欠乏症	後大脳動脈瘤破裂によるくも膜下出血
超皮質性感覚性失語	皮質下感覚性失語症	手術創離開
ＮＯＭＩ	腸壊死	瞳孔不同症
肥厚性幽門狭窄	肥厚性幽門狭窄症	悪性脳腫瘍
問題なし脊柱管狭窄症	脊柱管狭窄症	クロード症候群
左踵骨裂離骨折	踵骨骨折	足母趾腫瘤
慢性糸球体炎	糸球体腎炎	予防接種後脳脊髄炎
左眼結膜下出血	結膜下出血	前腕若木骨折
子宮頸部上皮内腫瘍	子宮頚部上皮内腫瘍	性交不能症
左腰部有棘細胞癌	腰部有棘細胞癌	喉頭蓋のう胞
糖尿病罹患	糖尿病	下腿多発性開放創
四肢圧痛	圧痛	両側性停留精巣
関節変形	関節奇形	腸間膜ヘルニア
気分変動	気分変調症	Ｓ状結腸憩室出血
左鎖骨下動脈起始異常	鎖骨下動脈起始異常	頚部軟部腫瘍
立位バランス練習重症筋無力症	重症筋無力症	皮膚疣状結核
腰椎脊柱管狭窄	腰部脊柱管狭窄症	網膜の先天奇形
左上葉小細胞肺癌	上葉小細胞肺癌	完全無歯症
左後縦隔腫瘍	後縦隔腫瘍	距骨偽関節
食道カンジタ症合併ＨＩＶ感染症	ＨＩＶカンジダ病	外耳道異物
固縮無動	こわばり	結膜の悪性腫瘍
小体認知症	認知症	強度近視
突然腹痛	腹痛症	十二指腸腫瘍
尿閉気味	尿閉	晩期梅毒性聴神経炎
生検部感染徴候	創傷感染症	大腿挫傷
痛風症状	痛風	先天性鼻中隔弯曲症
脳転移新出	転移性脳腫瘍	閉塞性肺炎
両側肩関節痛	肩関節痛症	Ｓ状結腸軸捻転
右眼下鼻側視野異常	視野障害	網膜腫瘍
右肺Ｓ４原発腺癌	肺腺癌	慢性腎臓病
右肘関節骨折	肘関節骨折	進行性指掌角皮症
両耳下腺腫脹	耳下腺腫脹	Ｘ連鎖無ガンマグロブリン血症
再下血	下血	小指屈曲拘縮
両変形性股関節症	変形性股関節症	生体肝移植後
喘息コントロール不良	咳喘息	皮膚移植ドナー
腹部大動脈狭窄症	大腿動脈狭窄症	下部消化管出血
左肺良性腫瘍	肺良性腫瘍	環指側副靱帯損傷
頸動脈狭窄症	内頚動脈狭窄症	筋萎縮性眼瞼下垂
若年結核性腹膜炎	結核性腹膜炎	タングクリブ破損
発赤部分	発赤	手背皮膚癌
大腸疾患	腸疾患	結核性肺線維症
頚部血腫	頚部表在損傷	回転異常腎
肺雑聴取	胸部音異常	限局性多毛症
急性冠症候群発症	急性冠症候群	腸壊死
皮下浮腫	浮腫	関節血症
低活動型せん妄	せん妄	ＨＩＶ感染
左化膿性耳下腺炎	化膿性耳下腺炎	崩壊精神病
痔核症状	痔核	先天性好中球減少症
拘束性心筋症	拘束型心筋症	付加装置脱離
右内頸動脈血栓閉塞	動脈血栓症	回腸憩室症
肝うっ血	うっ血肝	収縮期高血圧症
ＣＮＩ腎症	薬剤性腎障害	ウィリス動脈輪周囲炎
浮腫軽減	浮腫	下腿神経炎
胃液様	嘔吐症	特発性関節脱臼
右鼡径部出血	出血	ミトコンドリア糖尿病・昏睡合併あり
右肺上葉肺炎	肺炎	開放性矢状洞部硬膜外血腫
膠原病外来	膠原病	複合部位の骨折
門亢症	門脈圧亢進症	血小板機能低下
在型食道癌	食道癌	皮膚萎縮症
創内異物	外傷性異物	陰茎挫傷
膀胱内尿貯留	後腹膜尿貯留	慢性外傷後頭痛
肢痛	疼痛	上腕骨変形治癒骨折
肺結核性腹膜炎	結核性腹膜炎	タングクリブ破損
腸管内血腫	血腫	眼瞼黄色腫
ネフローゼ状態	ネフローゼ症候群	脳幹機能障害
軽度僧帽弁逆流症	僧帽弁逆流症	包皮腫瘤
前胸部粉瘤	粉瘤	喉頭狭窄症
左室中部閉塞性肥大型心筋症	閉塞性肥大型心筋症	小脳性歩行失調
しびれがきつい	しびれ感	閉鎖性膀胱損傷
両側内耳奇形	内耳先天奇形	背部よう
完全右脚ブロック指摘	完全右脚ブロック	胃機能亢進
肛門部潰瘍	肛門潰瘍	共同偏視
臀部紅斑	紅斑症	外傷性聴神経損傷
アレルギ—性鼻炎	アレルギー性鼻炎	視床下部機能障害
末節骨骨折	骨折	ムコリピドーシス４型
脊椎症性変化	脊椎症	尿道良性腫瘍
腸閉塞気味	イレウス	急性肺炎
浅呼吸	呼吸困難	前立腺膿瘍
無症候性狭心症	狭心症	小脳テント血管周皮腫
右顎下リンパ節腫脹	顎下リンパ節腫脹	膝部悪性黒色腫
左側頭葉海綿状血管腫	側頭葉海綿状血管腫	薬物性ショック
直腸癌術後直腸癌	直腸癌	鼡径部脂肪腫
痛覚消失	異常知覚	びまん性表層角膜炎
膵炎再燃	膵炎	エクリン汗腺の障害
肘頭部潰瘍	前腕皮膚潰瘍	肝脾Ｔ細胞リンパ腫
反復性腸閉塞	イレウス	テント上下髄膜腫
胎児腹水	胎児水腫	骨のう腫
失見当識障害	見当識障害	肋骨不顕性骨折
皮膚ツルゴール低下	脱水症	上肢一過性伝導障害
右肩悪性軟部腫瘍	悪性軟部腫瘍	胸椎椎間板症性脊髄症
非定型うつ	非定型うつ病	接触性眼瞼結膜炎
右中指スワンネック変形肩関節	スワンネック変形	リンパ脈管筋腫症
胸郭運動異常	胸郭異常	神経性緊張
前頭蓋底腫瘍	頭蓋底腫瘍	腰椎良性腫瘍
腹部肥満	肥満症	頭頂部髄膜腫
Ｓ状結腸粘膜下腫瘤	腫瘤	再燃緩解型潰瘍性大腸炎
両側下腿圧痕性浮腫	下腿浮腫	スモン
動脈瘤様骨嚢腫	動脈瘤様骨のう腫	神経型先天性ヨード欠乏症候群
軟性腫瘤	腫瘤	胃結核
本日疼痛	疼痛	甲状腺悪性リンパ腫
出血軽度	出血	クロム親和性芽細胞腫
軽度間歇性跛行	間欠性跛行	自然気胸
蛋白血症	異常蛋白血症	足第３度熱傷
不眠時２錠	不眠症	結核性卵巣のう胞
後縦隔膿瘍	縦隔膿瘍	フレザー症候群
胸水排出	胸水貯留	食道瘻
ＡＩＤＳ非定型抗酸菌症	非結核性抗酸菌症	大脳石灰沈着症
尺側神経麻痺	尺骨神経麻痺	色素性緑内障
徐脈等	徐脈	上腕骨病的骨折
てんかんの発作	てんかん	アセトン血症
腹部大動脈石灰化	大動脈石灰化症	播種性アスペルギルス症
サルコイドーシス疑	サルコイドーシス	多発性下腿損傷
左片麻痺	片麻痺	腹部第１度熱傷
足部冷感	下肢冷感	家族性溶血性貧血
下痢〜水様便	下痢症	片側感覚消失
コレステロールポリープ	ポリープ	下顎骨悪性腫瘍
１型糖尿除	糖尿	Ｔ細胞関連型拒絶反応
関節固縮	関節拘縮	尿管欠損
肺多型癌	癌	義歯咬合面不適合
慢性アレルギ—性鼻炎	アレルギー性鼻炎	視床下部機能障害
下顎骨正中部骨折	下顎正中部骨折	空腸神経内分泌細胞癌
後嘔吐	嘔吐症	腹部大動脈血栓症
気分不快出現	悪心	角結膜擦過傷
劇症Ａ群溶連菌感染症	劇症型Ａ群連鎖球菌感染症	喉頭血管腫
内腸骨静脈血栓症	静脈血栓症	下腿淡明細胞肉腫
軽度咽頭期嚥下障害	嚥下障害	内転拘縮
舌根扁桃炎	扁桃炎	出血性虹彩炎
右肺上葉小細胞癌	上葉小細胞肺癌	化学性食道炎
ＣＭＶ網膜症	サイトメガロウイルス網膜炎	ナトリウム欠乏症
脊椎側弯症	脊柱側弯症	上腕圧挫傷
悪心Ｇ１	悪心	尖圭コンジローマ合併妊娠
上腹部鈍痛	上腹部痛	網脈絡膜炎
脊髄視神経炎	視神経炎	常同性運動障害
本日血尿	血尿	仮性近視
クラミジア頸管炎	クラミジア頚管炎	内斜頚斜視
性急性リンパ性白血病	急性リンパ性白血病	結膜のう胞
周囲リンパ節腫大	リンパ節腫大	低血糖発作
印環細胞癌	癌	嗄声
６月肝転移	転移性肝腫瘍	小脳橋角部髄膜腫
左内頸動脈中等度狭窄	頚動脈硬化症	内反踵足
左外耳道閉鎖	外耳道閉鎖	四肢熱傷
右鼡径部ヘルニア	鼡径ヘルニア	大動脈欠損症
ＭＬＦ症候群	核間性眼筋麻痺	腋窩急性リンパ節炎
醜形恐怖	醜形恐怖症	鼻根部打撲挫創
肩関節疼痛	肩関節痛症	海ヘビ毒
右手痺れ	上肢しびれ	急性反復性気管支炎
逆流感	胃食道逆流症	頭部虫刺傷
播種性クリプトコックス症	播種性クリプトコッカス症	マレー渓谷脳炎
左尿管導管吻合部狭窄	吻合部狭窄	内痔瘻
口唇落屑	皮膚落屑	出血性気管炎
時折不整	不整脈	ペラグラ
僧帽弁狭窄症兼閉鎖不全症	僧帽弁狭窄症	びまん性中毒性甲状腺腫
伸筋腱脱臼	脱臼	中指ＤＩＰ関節尺側側副靱帯損傷
両下腿潰瘍	下腿皮膚潰瘍	リステリア性脳動脈炎
内転障害	眼球運動痙攣	興奮型痴愚
びまん性リンパ腫	リンパ腫	手化膿性腱鞘炎
多発嚢胞腎	多発性のう胞腎	全身型若年性特発性関節炎・股関節
足首骨折	足関節骨折	更年期出血
右目白内障	白内障	肩関節異所性骨化
嘔吐１回	嘔吐症	腹部大動脈血栓症
深夜低血糖	夜間低血糖症	脳卒中後遺症
過敏症状	過敏症	非免疫性胎児水腫
高Ｂｉｌ血症	高ビリルビン血症	蝸牛神経性難聴
右足小指骨折	小指骨折	横行結腸狭窄症
第一腰椎破裂骨折	腰椎破裂骨折	示指剥皮創
せん妄発言	せん妄	頭蓋脊椎披裂
ヒステリー症状	ヒステリー反応	股関節割創
歩行時創部痛	術創部痛	大転子開放骨折
パニック	パニック障害	喉頭壊死
正色素性正球性貧血	正球性正色素性貧血	麻痺性股関節脱臼
右足腫脹	足部腫脹	首吊り自殺未遂
両肺胸膜肥厚	胸膜肥厚	小腸悪性リンパ腫
ＡＰＳ	抗リン脂質抗体症候群	足どり不安定
脳圧亢進症状	頭蓋内圧亢進症	若年性特発性関節炎・手関節
眼鏡　近視	近視	紅色丘疹
二次性ヘモクロマトーシス	ヘモクロマトーシス	陰のう裂創
潜在性副甲状腺機能低下症	副甲状腺機能低下症	蜂窩織炎性アンギナ
両眼瞼黄色腫	眼瞼黄色腫	頭頂部石灰化上皮腫
右内腸骨動脈狭窄	動脈狭窄	下顎骨骨髄炎
正中頚嚢胞	正中頚のう胞	先天性ポルフィリン症
両側尿管結石	尿管結石症	プラスマ細胞増加症
高血圧状態	高血圧症	母指ＭＰ関節橈側側副靱帯損傷
喀血症状	喀血	頚椎後方すべり症
指発赤	発赤	手背皮膚癌
Ⅱａ型高脂血症	高脂血症	成人スチル病
右手橈骨骨折	橈骨骨折	縦隔気腫
右睾丸痛	精巣痛	家族性周期性四肢麻痺
本日血便	血便	下腸間膜動脈瘤
回腸出血	腸出血	花粉症
左副腎出血	副腎出血	腹部膿瘍
後頭蓋下髄膜腫	髄膜腫	色素失調症
急性前壁中隔梗塞	急性前壁中隔心筋梗塞	上行結腸神経内分泌細胞癌
右顔面部帯状疱疹	顔面帯状疱疹	栄養失調
びまん性管内増殖性糸球体腎炎	慢性びまん性管内増殖性糸球体腎炎	手関節部挫創
傍腹部大動脈リンパ節腫大	リンパ節腫大	低血糖発作
左上腕脂肪腫	上腕脂肪腫	子宮脱２度
尿道口発赤	発赤	非ＳＴ上昇型心筋梗塞
冠動脈狭窄症	冠状動脈狭窄症	下腿損傷
膵石灰化	膵石灰化症	顔面毛包性紅斑黒皮症
丘疹様	丘疹	乳頭筋断裂・急性心筋梗塞に合併
肺上葉原発性肺癌	原発性肺癌	三角靱帯損傷
労作時胸部不快	労作時呼吸困難	貧血母斑
２型＋ステロイド性糖尿病	ステロイド糖尿病	閉鎖性脾損傷
腫瘤縮小	腫瘤	胃結核
Ｓａｌｍｏｎｅｌｌａ　ｅｎｔｅｒｉｔｉｄｉｓ敗血症	サルモネラ敗血症	赤外線白内障
グル音異常	異常腸音	全胞状奇胎
鉄吸収障害	鉄欠乏症	膿瘍性下行結腸憩室
水中毒症状	水中毒	片側痙攣片麻痺てんかん症候群
鼻中隔彎曲	鼻中隔弯曲症	耳鳴症
本日右眼白内障	白内障	左心不全
過敏性腸症侯群	過敏性腸症候群	鼓膜弛緩部穿孔
会話性幻聴	幻聴	昏睡
筋疲労感	筋疲労	脛骨腓骨近位端骨折
水疱後びらん	水疱症	関節奇形
胆管内結石	胆管結石症	頭部打撲
時々せん妄	せん妄	頭蓋脊椎披裂
処置後膵炎	膵炎	先天性副腎性器症候群
術後右反回神経麻痺	術後性反回神経麻痺	非還納性横隔膜ヘルニア
反復性細菌感染	細菌感染症	脳幹性前兆を伴う片頭痛
ｗｉｄｅ　ＱＲＳ頻拍	頻拍症	男性性器癌
両側性末梢性顔面神経麻痺	末梢性顔面神経麻痺	ツベルクリン反応偽陽性
皮膚軟部組織感染症	皮膚感染症	脳梁離断術後
腰痛ヘルニア	椎間板ヘルニア性腰痛症	帯環マルチブラケット装置不適合
イレウス合併	イレウス	母指切断
息苦しく	呼吸困難	急性涙のう炎
肺好酸球性肉芽腫	肺好酸球性肉芽腫症	機能低下性子宮出血
無菌性腸炎	非感染性腸炎	情緒性ショック
骨盤内リンパ嚢腫	骨盤部感染性リンパのう胞	濾胞性甲状腺腺腫
両側眼瞼下垂症	眼瞼下垂症	急性上顎洞炎
両側性結核性胸膜炎	結核性胸膜炎	インスリン抵抗性糖尿病
甲状腺機能亢進症状	甲状腺機能亢進症	亜急性虚血性大腸炎
平坦Ｔ波	心電図異常	陰部神経症
ペーシング不全	両室ペーシング機能付き植込型除細動器不全	エーベルト病
後頭部打撲	頭部打撲	ボーエン様丘疹症
薬剤性過敏症候群	薬剤性過敏症症候群	体表面積６０−６９％の腐蝕
両側喉頭肉芽腫	喉頭肉芽腫	膵萎縮
ふらつきあり	めまい	胸膜脂肪肉腫
右鼡径ヘルニア	鼡径ヘルニア	大動脈欠損症
職業性ストレス	急性ストレス反応	放射線治療後甲状腺機能低下症
卵管水腫	卵管留水症	乳頭状汗管のう胞腺腫
左下葉原発性肺扁平上皮癌	肺扁平上皮癌	悪性奇形腫
外気胸	気胸	月経前症候群
ポリープ数個	ポリープ	下咽頭異物
右低音障害型感音難聴	急性低音障害型感音難聴	食道憩室
外陰部血腫	外陰血腫	微熱
左乳突蜂巣炎	乳様突起炎	上咽頭後壁癌
未破裂左内頸動脈瘤	内頚動脈瘤	心臓弁置換術後
中咽頭側壁扁平上皮癌	癌	良性胸膜中皮腫
ＥＶＡＮＳ症候群	エバンス症候群	中指骨折
右聴神経腫瘍	聴神経腫瘍	膝部難治性皮膚潰瘍
両肺多発結節性陰影	胸部異常陰影	乳房開放創
左血腫	血腫	外傷性中耳腔出血
早期乳癌	乳癌	薬物性じんま疹
脾臓腫瘤	腫瘤	アルコール性神経筋障害
多発髄膜腫	多発性髄膜腫	ケーキ様腎
術中出血多	多量出血	クロム親和性芽細胞腫
先天性嚢胞肺	先天性のう胞肺	先天性免疫不全症候群
手背部疼痛	手背部痛	致死性家族性不眠症
腹部大動脈嚢状瘤	腹部大動脈瘤	黄色腫症
腫瘍感染合併	腫瘍	聴覚失認
ＩＰ合併	間質性肺炎	足どり不安定
左腫瘤	腫瘤	胃結核
ゾメタ骨髄炎	骨髄炎	慢性再発性多発性骨髄炎
葉酸欠乏	葉酸欠乏症	足部石灰化上皮腫
右胸膜原発血管肉腫	血管肉腫	原発性クリオグロブリン血症
拘縮気味	筋拘縮症	結膜の悪性腫瘍
手関節圧痛	圧痛	直腸腫瘤
浮腫残存	浮腫	頭部刺創
非てんかん性心因性発作	てんかん	狭心症
鼻口蓋管嚢胞	鼻口蓋管のう胞	下肢第２度熱傷
下腸間膜動脈閉塞	腸間膜動脈塞栓症	急性化膿性耳下腺炎
右中大脳動脈領域梗塞	中大脳動脈閉塞症	悪性腫瘍
消化管腫瘤	腫瘤	耳介外傷性皮下異物
脛骨前面圧痕性浮腫	浮腫	陰のう内腫瘤
多少眠気	非器質性過眠症	水痘髄膜炎
高濃度腫瘤	腫瘤	頚部原発腫瘍
ＤＧＥ症状	消化管術後後遺症	瞳孔不同症
過形成性ポリープ	胃過形成ポリープ	下咽頭異物
日光アレルギー	光線過敏症	初期う蝕小窩裂溝填塞材破損
両膝痛	膝関節痛	妊娠性間質性乳腺炎
こわばりあり	こわばり	胸肋関節炎
慢性炎症性腸疾患	腸炎	自己貪食空胞性ミオパチー
尺骨頭脱臼	脱臼	脾膿瘍
けいれん症状	痙攣	肺損傷
重度三尖弁閉鎖不全症	三尖弁閉鎖不全症	下肢多発骨折
肺炎併発	肺炎	開放性矢状洞部硬膜外血腫
右下肢感覚鈍麻	感覚異常症	外陰挫滅創
第二度房室ブロック	第２度房室ブロック	電撃性虚血性大腸炎
慢性進行性肺アスペルギルス症	肺アスペルギルス症	低体重
点状発赤	発赤	手背皮膚癌
白血病化	白血病	腸炎
消退性発赤	発赤	手背皮膚癌
ヒステリー	ヒステリー反応	外傷後股関節症
手指皮疹	発疹	足第２度熱傷
残尿	残尿感	頭部皮下血腫
腫脹圧痛	圧痛	脱水型低ナトリウム血症
ループスアンチコアグラント陰性	ループスアンチコアグラント	メトヘモグロビン尿症
両肺気胸	気胸	喉頭挫滅損傷
右肺胸水貯留	胸水貯留	偽緑内障
血性吐物	吐血	多発性膀胱腫瘍
両側腓骨神経麻痺	腓骨神経麻痺	乳房下内側部乳癌
廃用	廃用症候群	硝子体黄斑牽引症候群
浮動感	めまい	手関節部第２度熱傷
軽度右室肥大	右室肥大	腰椎不顕性骨折
右膝蜂窩織炎	膝部蜂巣炎	輪状暗点
強制換気	人工呼吸器装着状態	左室右房交通症
２型＋ステロイド糖尿病	ステロイド糖尿病	閉鎖性脾損傷
左下肢ガス壊疽	ガス壊疽	耳管結核
低血糖用	低血糖	網膜中心静脈血栓症
喚語障害	不全失語症	爪カンジダ症
右足底潰瘍	足底皮膚潰瘍	血小板増加症
右網膜静脈分枝閉塞症	網膜静脈分枝閉塞症	外耳道奇形
腹痛時	腹痛症	十二指腸腫瘍
多動多弁	多動性障害	後鼻孔狭窄
右手背浮腫	限局性浮腫	片頭痛
足趾しびれ	下肢しびれ	趾悪性黒色腫
突然意識障害	意識障害	陰唇ポリープ
足底痺れ	しびれ感	腹壁挫傷
角膜ヘルペス	ヘルペス角膜炎	続発性骨萎縮症
食思不振症状	食欲不振	メスカリン中毒
細菌性食道炎	食道炎	大腿脂肪腫
開大代謝性アシドーシス	代謝性アシドーシス	須毛毛瘡
心因性過食症	心因性過食	肺性心
術後肺転移	転移性肺腫瘍	デュピュイトラン拘縮
転移性腫瘤	転移性腫瘍	耳介外傷性皮下異物
夜間尿意	夜間頻尿症	習慣性斜頚
